Thu nhap trung binh,Tuoi nha,So luong phong,So phong ngu,Dan so,So luong nguoi song,Vi do,Kinh do,Gia nha
6.3699,25,5.8468,0.8766,569,2.4213,37.96,-122.1,2.355
4.5401,28,5.5444,0.9615,1811,3.0335,37.99,-122.07,1.669
4.0154,12,4.7105,1.1165,2940,2.0027,37.98,-122.07,1.861
3.7262,20,5,1.0352,856,2.5103,37.97,-122.07,2.118
5.0172,34,5.8547,1.0035,836,2.8927,37.96,-122.07,1.971
4.2917,37,5.8684,1.0296,788,2.5921,37.96,-122.06,1.896
6.0859,21,6.0819,1.0213,3748,2.4953,37.96,-122.08,2.66
4.7386,36,5.9811,1.0432,950,2.5676,37.95,-122.06,1.864
4.5893,39,5.7117,1.0078,1025,2.6623,37.95,-122.07,1.9
5.0672,24,5.9198,1.0224,1351,2.5205,37.95,-122.08,2.43
4.8702,33,7.0473,1.0608,425,2.8716,37.95,-122.08,2.356
5.0445,37,6.2732,1.0258,552,2.8454,37.96,-122.07,1.962
3.9816,10,4.7352,1.1221,2959,1.9635,37.96,-122.06,1.82
4.175,34,5.2342,1.0297,738,2.7435,37.95,-122.05,1.694
2.5459,22,3.5122,1.0076,1804,1.5224,37.94,-122.05,1.793
2.5268,19,4.4849,1.0885,1896,2.1232,37.94,-122.06,2.357
3.5057,36,5.5441,1.0252,1111,2.334,37.94,-122.07,2.051
2.892,30,5.7014,1.2489,707,3.1991,37.94,-122.07,2.208
5.0761,35,6.1073,1.0408,1832,2.7674,37.93,-122.08,2.332
4.725,44,5.9699,0.9754,943,2.5765,37.94,-122.08,2.321
4.475,43,5.6357,0.907,683,2.6473,37.94,-122.07,2.657
6.0265,32,6.4067,1,601,2.8756,37.95,-122.09,2.479
6.1922,29,6.7466,1,2634,2.5773,37.94,-122.09,2.732
3.2484,16,4.3399,1.0339,1447,2.0409,38,-122.04,0.911
3.2,32,5.633,1.0449,749,2.8052,37.99,-122.04,1.345
4.125,36,6.2698,1.1224,1478,3.3515,37.99,-122.04,1.362
6.1359,16,3.1579,0.5263,65,3.4211,37.97,-122.05,2.5
2.8043,16,5.1582,0.9895,721,1.5211,37.99,-122.06,0.875
1.8229,17,4.9033,1.1747,384,1.4275,37.99,-122.06,1.375
3.7333,36,6.3003,1.201,1213,3.0865,38,-122.05,1.364
2.3462,16,4.6767,0.9353,356,1.5345,38,-122.05,0.75
1.3894,16,2.5083,0.9896,627,1.3008,37.98,-122.03,1.563
2.3152,10,3.4056,1.1049,631,2.2063,37.97,-122.04,1.406
5.7295,25,6.032,0.9798,1753,2.9562,38,-122.03,1.783
4.5707,27,5.4898,0.9558,1666,2.8333,38.01,-122.03,1.759
3.8897,38,5.5729,1.1271,1378,2.8708,37.99,-122.04,1.399
3.6042,45,5.3121,1.0598,1261,2.357,37.98,-122.03,1.382
4.6375,28,6.2818,1.1292,1591,3.3708,38,-122.02,1.782
4.9022,35,5.4823,0.9488,1614,2.8516,37.99,-122.03,1.693
4.45,37,5.6599,1.0479,1237,3.1159,37.99,-122.02,1.619
4.59,37,5.0143,0.9343,882,2.52,37.99,-122.03,1.666
3.4531,44,5.7788,1.1613,498,2.2949,37.98,-122.03,1.489
3.5179,25,4.9697,1.1313,777,2.6162,37.98,-122.01,1.655
4.317,29,5.4081,1.0081,956,2.5838,37.98,-122.01,1.94
5.1118,32,5.8555,0.9769,436,2.5202,37.98,-122,2.269
5.1021,27,5.7796,0.993,1171,2.7169,37.97,-122,2.028
3.6449,32,5.8828,1.0293,1288,2.5156,37.97,-122.01,2.115
2.8456,40,4.8699,1.0867,756,2.0488,37.98,-122.02,1.655
3.4187,37,4.4532,1.0363,782,2.3625,37.98,-122.02,1.617
5.4607,28,6.1229,0.9727,1881,2.8543,37.99,-122,1.923
5.0915,31,5.9531,0.9883,867,2.5425,37.98,-122,1.932
4.4536,23,5.7469,1.0301,969,2.4286,37.98,-121.99,1.84
6.2135,28,6.4086,0.9661,1372,3.0971,37.97,-121.99,2.172
4.9219,35,6.9302,1.1686,535,3.1105,37.98,-122,1.82
4.525,36,4.5909,0.875,237,2.6932,37.98,-122,1.613
4.0507,34,4.9841,1.0595,638,2.5317,37.98,-122.01,1.61
3.7841,28,5.4131,1.1425,918,2.6154,37.99,-122.01,1.449
6.1436,18,7.3235,1.0508,1072,2.8663,37.96,-121.95,2.595
6.1168,27,5.7128,0.9764,807,2.7264,37.97,-121.97,2.105
5.0092,24,6.4878,0.8927,656,3.2,37.97,-121.97,2.441
4.7891,28,4.5783,0.9265,877,2.8019,37.96,-121.97,1.848
5.2145,28,6.8074,1.0111,899,3.3296,37.96,-121.96,2.292
3.6133,7,5.0562,1.0947,1583,2.3417,37.95,-121.96,1.961
3.65,22,5.5315,1.0426,1420,2.6296,37.96,-121.98,2.041
5.7512,26,7.2418,0.967,817,2.9927,37.97,-121.97,2.402
5.9617,26,6.6357,0.9535,1232,3.0122,37.97,-121.98,2.311
5.2442,26,6.3674,0.9953,1316,3.0605,37.97,-121.98,2.132
5.1333,22,5.9557,1.0738,1271,2.6814,37.97,-121.99,2.072
4.6071,30,6.1142,1.0847,1470,2.7072,37.97,-121.99,1.841
3.7,32,4.9617,0.9823,1980,2.9204,37.96,-122,1.79
4.5833,28,6.2921,1.102,2033,3.1422,37.96,-122,1.907
3.0859,13,4.4979,1.0699,1627,2.2755,37.95,-121.96,1.678
5.431,8,6.4245,1.071,1883,2.8444,37.95,-121.97,2.467
3.1573,12,4.9783,1.1065,2209,2.1785,37.96,-121.98,1.267
7.6166,16,7.2104,1.039,1470,3.1887,37.96,-121.99,2.604
5.5872,17,6.4695,0.993,1228,2.8826,37.96,-121.99,2.006
6.7371,14,7.6707,1.0415,2724,3.322,37.95,-121.98,2.674
6.7821,16,7.5164,1.0227,1317,3.3174,37.95,-121.98,2.659
5.3794,34,6.818,1.0418,1250,2.6151,37.97,-122.01,2.062
4,36,5.6298,1.0481,1191,2.863,37.97,-122.02,1.71
3.25,45,4.8006,1.006,865,2.5744,37.97,-122.03,1.511
2.9861,26,4.3106,1.0925,1174,2.0489,37.97,-122.04,1.609
2.9915,20,4.3942,1.031,2629,2.9114,37.97,-122.03,1.667
2.9097,16,4.2035,1.0433,1705,2.4603,37.96,-122.04,1.063
2.5841,21,3.7147,1.0599,3621,2.087,37.97,-122.04,1.125
3.1968,39,5.069,0.9387,705,2.7011,37.97,-122.04,1.51
2.2411,20,3.8356,1.1611,578,1.9396,37.96,-122.04,1.518
3.8456,35,5.4613,0.9576,1154,2.8778,37.96,-122.05,1.598
3.6964,28,4.7897,1,724,2.873,37.96,-122.04,1.657
1.837,27,4.1525,1.1701,1500,2.4077,37.96,-122.04,1.75
3.1838,27,5.062,1.1398,1875,2.7017,37.95,-122.05,1.82
5.4482,20,4.5772,0.8699,246,2,37.95,-122.05,1.908
6.0901,8,7.5361,1.0507,1555,3.0312,37.95,-122.01,2.982
6.6727,25,7.1448,1.0055,935,2.5546,37.96,-122.02,3.051
2.1083,20,4.2041,1.1021,1142,1.8214,37.96,-122.03,1.625
3.1719,14,4.5908,1.1075,1601,2.236,37.95,-122.03,2.205
2.4519,25,4.4301,0.9559,608,2.2353,37.95,-122.02,2.083
4.9485,32,6.1672,0.9874,804,2.5363,37.95,-122.03,2.023
5.6642,22,6.9409,1.0039,1660,3.2677,37.95,-122.02,2.37
4.2569,23,5.6437,1.061,1465,2.3515,37.94,-122.02,2.131
6.7061,23,7.497,1.004,1339,2.6834,37.94,-122.01,3.223
4.125,19,5.3737,1.0303,1317,2.2172,37.94,-122.02,2.671
6.0704,26,7.3591,1.0182,706,3.2091,37.94,-122.01,2.68
6.3809,18,7.113,1.0205,937,3.2089,37.94,-122.01,2.736
6.8145,9,9.2636,1.0711,848,3.5481,37.95,-122,3.392
7.5898,25,7.9401,1.003,1062,3.1796,37.93,-122.01,3.302
3.1406,33,5.0396,1.0183,814,2.4817,37.95,-122.04,1.631
5.6292,24,6.455,0.9831,2444,2.7523,37.94,-122.04,2.314
4.6602,22,5.7671,0.9699,993,2.7205,37.94,-122.05,2.278
4.7188,29,6.5113,1.0376,341,2.5639,37.95,-122.04,1.971
2.85,22,4.7434,1.1118,2804,2.5701,37.95,-122.05,1.446
5.5777,21,7.5183,1.0529,2214,3.0041,37.94,-122.03,2.793
6.0918,21,7.6618,1.0146,1773,2.8829,37.93,-122.03,3.448
4.0473,5,4.8513,1.3087,1503,1.706,37.93,-122.05,2.665
4.45,15,5.0472,1.0369,2957,1.9127,37.93,-122.05,1.849
4.7094,14,5.2707,1.0605,4741,1.9656,37.92,-122.05,2.347
7.4713,26,7.9827,1.0063,1872,2.9434,37.92,-122.02,3.512
6.5847,23,8.4427,1.0382,1124,2.8601,37.92,-122.03,3.588
7.6877,21,8.2797,1.041,3645,2.9902,37.91,-122.01,3.677
5.0362,29,6.1101,0.9787,2310,2.5955,37.91,-122.03,2.753
4.1612,15,4.1871,1.104,2133,1.6561,37.91,-122.06,2.328
2.6998,25,3.7767,1.0843,2669,1.7175,37.9,-122.06,2.161
3.1002,21,3.4191,1.0905,2575,1.7661,37.89,-122.06,1.143
5.0255,45,6.4874,1.0252,614,2.5798,37.93,-122.07,2.26
3.7433,25,5.0251,1.0614,3264,2.2777,37.93,-122.07,2.521
4.4312,26,5.6608,1.0804,1629,2.3816,37.92,-122.07,2.25
4.4561,28,5.4644,1.0782,1068,2.4552,37.92,-122.08,2.5
6.195,26,6.3248,0.9672,796,2.9051,37.92,-122.08,2.649
5.0391,28,5.8678,1,810,2.7458,37.91,-122.07,2.598
3.6833,33,6.1024,1.0906,638,2.5118,37.91,-122.07,2.925
5.0499,32,6.2139,0.9827,486,2.8092,37.9,-122.08,3.068
7.0895,18,6.9391,1.0543,3486,2.5261,37.91,-122.09,3.069
4.3864,28,5.0896,1.1134,1428,2.1313,37.89,-122.07,2.668
6.2924,39,6.1718,1.0245,1223,2.501,37.89,-122.08,2.839
5.1097,29,5.5551,1.0349,1691,2.2728,37.9,-122.08,2.88
5.5636,38,6.2912,1.0088,809,2.3794,37.89,-122.07,2.688
5.6558,38,6.1545,1.0081,319,2.5935,37.89,-122.07,2.633
6.5378,34,6.6961,0.9846,1879,2.6317,37.88,-122.06,3.409
6.7192,30,7.1304,1.0217,847,2.6304,37.87,-122.05,3.975
2.9526,24,4.7251,1.1684,1699,1.9462,37.9,-122.05,2.71
4.6528,32,5.6575,1.0233,986,2.0846,37.9,-122.05,3.357
4.2625,37,5.9258,0.9505,689,2.4346,37.89,-122.05,3.106
7.5349,33,7.0029,0.9306,998,2.8844,37.89,-122.04,3.491
4.8088,32,5.2855,1.0129,1818,2.1363,37.9,-122.05,3.212
5.6986,20,5.6771,1.0841,2310,2.3988,37.9,-122.04,2.758
7.5,29,8.1607,1.1028,2450,3.1491,37.89,-122.02,3.562
4.6424,32,5.8348,0.9874,1230,2.2083,37.88,-122.04,3.127
6.112,29,6.6925,1.0553,1035,2.2898,37.86,-122.03,3.906
9.5862,27,7.9356,1.025,2181,2.866,37.85,-122.04,4.694
6.2726,22,6.8276,1.0034,861,2.969,37.73,-121.94,2.582
6.1265,22,6.7596,1.0744,2843,2.8602,37.73,-121.94,2.603
6.2048,23,7.3048,0.9886,1043,2.9715,37.73,-121.93,2.75
3.375,8,3.7098,1.0312,404,1.8036,37.73,-121.93,3.5
6.3325,19,6.7485,1.018,518,3.1018,37.74,-121.95,2.5
6.2631,19,7.0369,1.0295,2653,3.2632,37.74,-121.95,2.66
6.2781,17,6.7878,0.9814,1238,3.2838,37.75,-121.94,2.698
2.4821,24,4.7695,1.1085,501,1.6983,37.73,-121.92,1.572
6.8806,16,8.2736,1.0423,1272,3.1642,37.74,-121.93,3.435
6.6204,16,6.7293,0.9658,2464,3.2378,37.75,-121.94,2.961
6.6131,17,7.3583,1.066,2111,2.7309,37.79,-121.97,3.125
7.6473,17,7.8918,0.9929,1457,3.4282,37.8,-121.98,3.458
8.155,16,7.2828,0.9621,1027,2.9942,37.8,-121.98,3.437
5.5921,18,7.8038,1.0403,1127,3.0296,37.81,-121.98,3.591
8.3188,12,8.481,1.017,2404,3.1425,37.81,-121.96,4.034
7.9168,17,8.6063,1.0971,1222,3.2073,37.8,-121.97,3.56
7.8287,8,7.29,1.0656,4089,2.6296,37.8,-121.94,3.692
6.7857,16,7.7305,0.9661,1451,2.8962,37.79,-121.97,3.413
6.3942,4,5.6813,1.0958,5613,2.1764,37.78,-121.95,3.567
9.7037,8,8.9468,1.0718,1548,3.5833,37.76,-121.96,4.251
4.6932,4,5.2601,1.101,2889,2.2104,37.76,-121.94,3.561
10.3345,5,8.7403,1.0426,876,3.3953,37.76,-121.93,4.614
12.5915,8,10.5116,1.186,140,3.2558,37.74,-121.92,4.324
3.1591,2,4.6327,0.7143,114,2.3265,37.78,-121.93,4.347
15.0001,2,22.2222,2.2222,25,2.7778,37.74,-121.96,3.5
6.7027,8,6.6014,1.0247,1633,2.8801,37.76,-121.97,3.819
7.2216,13,7.6463,1.0634,3221,3.4013,37.77,-121.97,3.246
7.9393,8,6.8705,0.9329,1376,3.2998,37.74,-121.98,3.993
7.7072,34,7.1445,1.0076,729,2.7719,37.84,-122.02,4.438
6.5617,30,7.2004,1.0092,1330,2.4449,37.83,-122.01,3.866
4.6042,20,5.1065,1.0602,926,2.1435,37.82,-122,2.564
3.375,22,4.6394,1.0074,579,2.1524,37.82,-121.99,2
9.8708,24,8.3775,1.0394,1997,2.8127,37.83,-122.03,5
5.1755,14,6.3865,1.0607,3283,2.5529,37.77,-121.99,2.948
4.9018,17,6.2,1.1067,146,1.9467,37.81,-121.99,1.885
7.6518,11,6.9196,1.0123,2286,2.5513,37.8,-122.02,3.593
8.2673,21,7.5396,0.9572,1396,2.9893,37.87,-122.03,3.587
7.3732,16,7.1995,1.0404,1087,2.5819,37.88,-122.02,2.873
8.4352,14,8.1061,0.9788,1209,3.2069,37.87,-122.02,4.414
7.2655,25,7.9894,1.0452,1145,3.0452,37.86,-122.03,4.94
10.7372,18,9.0161,1.0816,3011,3.0322,37.86,-122,5
13.4883,4,8.4344,1.0328,416,3.4098,37.87,-121.97,5
7.5139,29,7.9311,1.0361,2744,2.9099,37.84,-121.96,3.982
9.5271,16,8.4593,1.0419,2777,3.0584,37.84,-122,5
12.2478,10,8.1862,0.9668,1199,3.0587,37.85,-121.96,5
8.0839,16,7.4217,0.9596,1177,2.9722,37.83,-121.99,3.72
8.003,18,7.8123,1.0694,3280,2.8106,37.82,-121.98,3.513
9.0776,5,7.914,0.9901,2823,3.1125,37.81,-121.95,4.504
8.039,20,7.4323,1.0364,4083,2.9716,37.93,-122.1,3.822
10.4549,22,8.3881,1.061,1850,3.1356,37.94,-122.12,5
6.5095,38,6.0809,1.0588,368,2.7059,37.9,-122.1,2.944
10.3224,32,7.8388,1.0191,2099,2.8675,37.9,-122.14,5
8.3678,34,7.8603,1.0443,1962,2.7137,37.91,-122.12,4.553
6.8686,35,6.6667,1.053,352,2.6667,37.89,-122.09,4.065
5.2079,21,5.4609,1.0865,1398,2.3261,37.89,-122.1,3.103
4.3235,32,4.8211,1.0488,1067,2.1687,37.89,-122.11,2.795
6.4666,37,6.6089,1.0132,1602,2.6436,37.88,-122.11,3.482
8.0448,35,7.6722,0.9972,1001,2.7576,37.88,-122.12,4.333
4.125,30,4.7178,1.0716,1260,1.8421,37.89,-122.12,2.571
2.7411,27,4.4024,1.2663,295,1.7456,37.89,-122.13,3.5
10.3713,18,7.9476,0.9607,728,3.179,37.87,-122.13,4.261
6.2275,34,6.2153,0.9751,2865,2.5489,37.88,-122.14,3.944
3.5536,11,4.0795,1.2045,590,2.2348,37.88,-122.07,3.872
2.3971,24,7.0034,1.5714,410,1.3946,37.88,-122.08,0.994
2.933,26,4.7077,1.0335,825,1.3179,37.88,-122.08,0.85
2.9167,24,4.7667,1.0568,1750,1.3608,37.87,-122.08,1.027
3.6437,17,5.1587,1.0738,2092,1.4438,37.85,-122.06,1.865
3.12,23,5.3665,1.0733,263,1.377,37.86,-122.07,1.55
4.4551,16,5.2606,1.0284,1512,1.5335,37.86,-122.06,2.524
3.5893,17,5.2981,1.0769,317,1.524,37.86,-122.07,2.063
2.4896,26,4.5292,1.0621,680,1.2806,37.87,-122.08,0.734
7.2315,35,7.1586,1.0213,1511,2.9226,37.88,-122.1,3.671
7.6202,27,7.1221,0.987,2212,2.8727,37.86,-122.09,4.026
6.5814,33,7.4354,1.0941,1351,2.9562,37.87,-122.11,3.142
8.0074,18,7.9939,1.0441,1870,2.8463,37.85,-122.12,4.541
11.7064,17,9.3617,1.1277,1722,12.2128,37.84,-122.08,5
7.6717,26,8.1285,1.0301,1486,2.9839,37.81,-122.12,4.165
6.6657,26,7.2492,1.0128,918,2.9329,37.82,-122.12,3.645
7.203,19,7.2051,1.0407,1887,2.6503,37.83,-122.11,3.699
11.3421,4,8.1151,0.9405,830,3.2937,37.82,-122.08,5
4.5744,20,5.4347,1.0359,2415,2.1166,37.86,-122.14,3.14
7.3267,27,7.208,1.0055,3371,2.6564,37.85,-122.14,3.899
5.6349,24,5.7131,0.9196,874,2.3432,37.84,-122.14,3.556
7.52,16,7.0708,1.0846,1480,2.2769,37.83,-122.16,3.702
8.1586,36,6.9545,1.0207,1298,2.6874,37.86,-122.16,4.043
4.9,36,4.4793,0.9835,231,1.9091,37.88,-122.18,3.542
8.9571,33,7.2107,1.0308,1684,2.7293,37.86,-122.18,3.997
8.7589,32,6.8953,0.9341,721,2.7946,37.89,-122.16,4.345
7.6917,32,7.1798,1.004,1393,2.753,37.88,-122.17,4.018
7.6107,33,7.5542,1.0458,1348,2.8083,37.88,-122.17,4.232
6.917,38,6.8907,0.9672,472,2.5792,37.87,-122.17,4.38
2.4444,20,6.3333,0.8667,31,2.0667,37.88,-122.22,4.75
7.3195,37,7.5068,1.0832,1315,2.5435,37.89,-122.2,3.675
7.7736,36,6.871,1.0323,398,2.5677,37.88,-122.2,3.781
10.9405,31,8.5409,1.0391,2428,2.8802,37.91,-122.18,5
10.3416,36,7.525,1.025,740,2.6429,37.9,-122.2,5
9.0064,36,8.3217,1.0664,1511,2.6416,37.9,-122.18,5
8.1489,18,6.6008,1.0014,1634,2.2262,37.89,-122.18,4.99
5.2699,8,7.3868,1.0719,3325,3.2726,37.98,-121.84,2.042
6.4753,8,7.8416,1.1683,615,3.0446,37.97,-121.81,1.668
5.5601,4,7.22,1.0793,7653,3.2442,37.97,-121.78,2.137
2.875,17,4.8213,1.0383,716,3.0468,37.95,-121.83,1.625
10.5815,11,8.4657,1.1134,959,2.8627,37.83,-121.94,5
13.2949,4,9.1042,1.078,3898,3.101,37.82,-121.89,5
13.1499,7,8.8025,1.0532,1216,3.0785,37.81,-121.91,5
8.3209,12,7.5862,1.0612,2089,3.3639,37.81,-121.82,4.854
2.9591,2,4.4828,1.0129,1606,2.3009,37.99,-121.96,2.101
5.1582,26,6.1557,1.008,1557,3.1078,37.94,-121.96,1.947
4.1483,25,5.6784,1.1157,1850,2.6093,37.95,-121.96,1.812
6.8642,21,7.3155,0.9536,1318,3.058,37.94,-121.95,2.854
6.6134,4,6.5607,0.9393,1552,3.1417,37.93,-121.97,3.07
8.3956,18,8.3323,1,1038,3.0801,37.92,-122.01,3.536
8.1163,16,7.8982,1.0329,1055,3.1587,37.92,-122.01,3.658
9.0243,14,7.8761,0.9912,764,3.3805,37.92,-121.99,4.277
7.3445,13,7.8977,1.1061,852,3.2273,37.89,-121.93,3.667
5.2798,14,6.3552,1.0536,2093,2.4946,37.96,-121.92,2.374
7.1978,18,7.3439,1.026,986,2.8497,37.95,-121.94,2.88
8.7059,13,7.4194,0.9124,703,3.2396,37.93,-121.91,3.294
6.2296,26,7.2167,0.9667,533,2.9611,37.94,-121.94,2.917
7.5695,16,7.993,0.9977,1341,3.1332,37.93,-121.94,3.204
6.299,16,7.6286,1.0371,1089,2.8886,37.93,-121.93,2.869
6.6049,16,8.8531,1.0694,877,3.5796,37.93,-121.93,3.126
5.9346,27,6.7078,0.9863,578,2.6393,37.94,-121.95,2.536
5.7001,16,6.7782,1.0038,946,3.5564,38.02,-122.25,2.051
5.6293,15,6.4192,1.0231,1834,3.5269,38.03,-122.25,1.976
6.0224,15,6.6358,1.0093,1094,3.3765,38.02,-122.21,1.985
6.7741,9,6.9221,1.056,2581,2.8332,37.96,-122.2,3.107
3.125,52,5.2529,1.035,490,1.9066,38.06,-122.23,1.711
2.5517,52,5.8451,1.2054,638,2.1481,38.05,-122.23,1.471
3.6154,52,5.616,1.1478,1076,2.2094,38.06,-122.21,1.557
5.6022,31,6.2197,1.0267,1236,2.538,38.04,-122.2,1.97
4.4474,25,6.3428,1.0227,928,2.6289,38.03,-122.26,2.037
2.3103,47,4.5296,1.0887,835,2.2446,38.04,-122.27,1.345
3.9345,41,5.6632,0.9792,752,2.6111,38.03,-122.26,1.502
2.694,41,5.2333,1.1229,1179,2.4562,38.04,-122.26,1.23
1.6767,30,4.0879,0.9674,779,2.5375,38.05,-122.25,1.477
5.0969,4,5.7299,1.154,3596,2.5759,38.06,-122.32,1.742
3.4471,26,5.5995,0.9904,980,2.3501,38,-122.28,1.789
4.025,16,4.9075,1.064,2805,2.7608,38,-122.29,1.732
4.3173,32,5.8509,1.065,981,2.6585,38.03,-122.36,1.754
4.4394,34,5.0205,0.9296,956,2.8035,38,-122.3,1.62
4.621,26,5.9005,1.0126,1708,2.6983,38,-122.31,1.911
3.2759,18,5.3407,1.1321,1895,2.4547,38.01,-122.31,1.95
4.375,28,6.6567,1.0893,1654,2.8967,37.99,-122.28,1.933
5.1178,28,5.8395,0.9427,947,2.7135,37.98,-122.26,1.98
5.8899,16,6.7876,1.0166,2312,3.189,37.99,-122.27,2.432
6.0289,23,7.289,1.0105,1375,2.9008,37.98,-122.27,2.186
5.0473,5,5.3715,1.0978,2053,2.8673,38.02,-122.26,1.848
5.7862,11,6.7586,1.018,1949,3.5117,38.01,-122.24,2.694
6.0102,16,6.7883,1.0261,1154,3.759,38.01,-122.24,2.356
6.5006,16,7.445,1.0275,1531,3.8275,38,-122.25,2.377
4.2269,14,5.8744,0.9824,1003,2.5201,38,-122.26,1.705
5.2375,6,7.4505,1.1429,318,3.4945,38,-122.26,2.464
5.8418,15,6.8315,0.9326,572,3.2135,38,-122.27,2.403
6.1576,12,6.8326,1.0386,969,4.1588,38,-122.27,2.487
6.2073,5,7.1846,1.0413,3326,3.8142,38,-122.26,2.729
5.1046,27,6.0943,0.9914,850,2.4286,37.98,-122.29,2.098
5.5,35,5.9811,0.9205,734,2.7803,37.96,-122.28,2.01
6.0666,10,6.5265,0.9731,7266,3.1078,37.97,-122.27,2.724
3.6393,30,5.6128,1.0752,1777,2.4749,37.97,-122.3,1.84
3.5353,34,6.3142,1.1681,1211,2.6792,37.97,-122.3,1.647
4.4911,20,5.9069,1.0897,1512,2.6069,37.97,-122.29,2.274
3.375,35,5.3265,1.1088,911,2.6794,37.97,-122.3,1.497
4.4387,20,5.5639,1.047,3637,2.6703,37.94,-122.29,1.9
4.45,37,5.2563,0.9833,895,2.493,37.95,-122.32,1.966
3.8343,38,5.3552,1.0418,810,2.4179,37.94,-122.31,1.914
4.3958,38,5.6562,1.0495,945,2.4609,37.94,-122.31,1.942
4.35,36,5.9623,1.0251,573,2.3975,37.95,-122.32,1.85
4.2348,25,6.0204,1.0518,3259,3.0148,37.99,-122.31,1.578
3.6518,25,4.8068,1.0177,1821,2.2992,37.98,-122.3,1.643
3.9722,29,4.7898,0.9469,1135,2.3163,37.97,-122.32,1.61
4.6944,26,6.1573,0.9919,1495,3.0141,38.01,-122.32,1.711
2.9781,35,5.5655,1.0471,2493,3.6716,38,-122.33,1.09
4.3333,29,6.0233,1.0349,1687,3.2694,38,-122.31,1.708
4.2852,24,5.4479,1.084,2315,2.5924,37.99,-122.32,1.735
4.0437,32,5.4426,0.9498,1233,2.9498,38,-122.32,1.628
2.6167,42,4.061,0.8647,1271,3.3714,37.99,-122.34,0.851
6.0115,3,5.534,1.0563,1024,1.9883,37.98,-122.33,1.75
3.911,4,4.5085,1.2165,1591,1.7937,37.99,-122.33,1.125
4.125,33,4,0.5455,23,2.0909,38,-122.39,2.125
0.716,39,4.7308,1.0962,316,6.0769,37.96,-122.36,1.042
1.5347,31,4.9871,1.1897,956,4.1207,37.96,-122.36,0.804
1.8333,40,5.037,1.2593,302,3.7284,37.95,-122.36,0.698
1.6023,35,6.3235,1.3235,100,2.9412,37.95,-122.37,0.813
0.9797,32,4.8433,1.3545,716,2.6716,37.95,-122.37,0.764
0.7403,37,4.4914,1.1486,1046,2.9886,37.96,-122.37,0.686
1.4583,36,2.4,0.6,42,1.68,37.98,-122.41,0.675
3.9773,33,4.7166,0.9602,1354,3.171,37.98,-122.34,1.313
3.7562,34,5.4752,1.0583,2237,3.2609,37.98,-122.35,1.329
6.0426,19,4.8395,1.3457,287,3.5432,37.97,-122.34,1.1
2.0353,32,4.7069,1.1915,1139,2.6927,37.96,-122.35,1.136
2.5863,43,4.6242,1.0234,1545,3.2803,37.97,-122.35,1.122
3.2188,31,4.5117,1.0686,2104,3.2824,37.97,-122.35,1.138
4.6937,33,5.3167,0.9733,991,3.3033,37.97,-122.32,1.341
4.5,33,5.5311,0.9091,643,3.0766,37.97,-122.32,1.566
3.3125,19,4.4215,1.1459,2548,2.1871,37.97,-122.33,1.588
4.4135,32,5.4038,0.956,1144,3.1429,37.98,-122.33,1.501
3.5463,45,4.9799,0.9447,1179,2.9623,37.97,-122.33,1.308
2.3382,19,4.0599,1.0526,1438,2.6098,37.97,-122.34,1.207
3.9118,46,4.8685,0.9402,819,3.2629,37.96,-122.33,1.294
2.5164,36,4.1813,1.0134,1563,2.9828,37.96,-122.35,1.142
1.875,29,4.2867,1.1828,1357,3.0632,37.96,-122.35,0.972
2.0724,35,4.4949,1.1729,1023,3.4678,37.96,-122.35,0.977
2.6328,31,4.469,1.0858,1801,3.2865,37.95,-122.35,1.103
2.5461,34,4.4765,1.0502,1272,3.9875,37.96,-122.35,0.939
1.8664,30,3.3929,1.1321,1073,3.8321,37.96,-122.36,1.078
3.375,25,4.1942,0.9782,934,2.267,37.96,-122.32,1.337
4.0417,34,7.0408,1.2143,784,2.6667,37.96,-122.32,1.828
2.5769,35,4.8701,1.0695,887,2.6798,37.95,-122.32,1.461
2.1915,22,4.1238,1.1179,1135,2.2299,37.95,-122.33,1.208
2.1991,15,4.1583,1.1006,3408,2.1846,37.96,-122.34,1.333
2.5382,33,4.671,1.1337,1220,3.1362,37.96,-122.34,1.036
3.7277,38,5.6258,1.0675,1390,2.8425,37.94,-122.32,1.651
5.5196,46,5.4006,0.8381,833,2.3665,37.94,-122.32,2.108
3.9464,40,5.8214,1.0867,434,2.2143,37.93,-122.32,1.869
3.7708,42,5.1487,1.0633,848,2.6835,37.95,-122.33,1.446
2.8833,45,4.7154,1.0731,590,2.2692,37.94,-122.33,1.404
3.5848,47,5.5029,1.0556,797,2.3304,37.94,-122.33,1.408
3.1571,43,4.9761,1.0318,807,2.1406,37.94,-122.33,1.416
3.9417,42,5.0749,1.0329,719,2.1527,37.94,-122.33,1.391
4.0526,44,5.7249,1.0744,828,2.6796,37.94,-122.33,1.508
3.6719,45,4.1778,0.8889,702,2.6,37.95,-122.34,1.341
3.0313,45,4.2493,0.882,981,2.63,37.95,-122.33,1.358
4.0927,46,4.7919,1.0528,777,2.413,37.95,-122.33,1.426
3.0694,44,5.3859,1.0193,806,2.5916,37.95,-122.34,1.353
2.875,44,5.4347,1.1185,933,2.8359,37.95,-122.34,1.334
3.2333,39,5.1584,1.1091,1041,2.7039,37.95,-122.34,1.351
3.2833,38,5.5602,1.2365,766,3.1784,37.95,-122.34,1.117
